Open,High,Low,Close,Volume
100.2342,100.2466,100.2243,100.2432,48732
100.2432,100.2477,100.2202,100.2335,75913
100.2336,100.2354,100.2279,100.2336,35475
100.2336,100.2374,100.2275,100.2304,22950
100.2304,100.2441,100.2275,100.2424,20755
100.2424,100.248,100.2275,100.2275,20873
100.2275,100.2536,100.2275,100.2507,23863
100.2507,100.2634,100.2472,100.2599,36127
100.2563,100.2593,100.2555,100.2563,219555
100.2563,100.2577,100.2561,100.2574,141440
100.2574,100.2729,100.254,100.2698,128583
100.2698,100.2715,100.2508,100.252,129913
100.252,100.2698,100.2519,100.2644,144608
100.2644,100.2691,100.2598,100.2599,221509
100.2599,100.2599,100.2551,100.2599,57218
100.2599,100.2599,100.2526,100.2561,37065
100.2561,100.2599,100.2198,100.2247,34738
100.2247,100.2332,100.2086,100.2137,33413
100.2137,100.2278,100.2107,100.219,37172
100.219,100.2216,100.2116,100.2201,57342
100.2255,100.2289,100.2238,100.2255,41725
100.2255,100.2315,100.2101,100.2124,27526
100.2124,100.215,100.2045,100.2057,24160
100.2057,100.206,100.1993,100.1997,24126
100.1997,100.204,100.1957,100.2036,27029
100.2036,100.2065,100.1904,100.1904,42826
100.1841,100.1911,100.1794,100.1841,75548
100.1841,100.1846,100.1653,100.1654,50384
100.1654,100.172,100.1263,100.1362,45680
100.1362,100.1405,100.129,100.1377,43300
100.1377,100.1586,100.1281,100.1558,50316
100.1558,100.1585,100.1263,100.1264,79982
100.1271,100.1291,100.1235,100.1271,55750
100.1271,100.1377,100.1157,100.1171,36555
100.1171,100.1482,100.1096,100.148,33823
100.148,100.1487,100.1094,100.1171,33823
100.1171,100.1196,100.1089,100.1137,36082
100.1137,100.1351,100.1107,100.1321,57801
100.13,100.1309,100.1263,100.13,59447
100.13,100.1336,100.0986,100.0993,40560
100.0993,100.1093,100.0854,100.108,34560
100.108,100.1095,100.0904,100.0944,34890
100.0944,100.0975,100.0883,100.0889,38634
100.0889,100.0941,100.0809,100.0823,60237
100.078,100.0835,100.0728,100.078,54027
100.078,100.0893,100.0686,100.0686,35384
100.0686,100.1209,100.0686,100.1189,33978
100.1189,100.1195,100.1058,100.1107,31382
100.1107,100.125,100.1096,100.1225,35554
100.1225,100.1336,100.1151,100.1336,55227
100.1336,100.1342,100.129,100.1336,51327
100.1336,100.1371,100.1313,100.1353,33108
100.1353,100.1402,100.129,100.1316,29549
100.1316,100.1448,100.1305,100.1408,29871
100.1408,100.1409,100.1235,100.1259,33979
100.1259,100.1303,100.1239,100.13,51751
100.1336,100.1336,100.1302,100.1336,36223
100.1336,100.137,100.13,100.1321,23357
100.1321,100.1375,100.13,100.136,20859
100.136,100.1394,100.13,100.13,20945
100.13,100.1585,100.13,100.1546,24428
100.1546,100.1704,100.1524,100.1624,36795
100.148,100.1488,100.1412,100.148,42962
100.148,100.1531,100.1335,100.14,28059
100.14,100.1985,100.1299,100.1985,27417
100.1985,100.1985,100.157,100.1595,26463
100.1595,100.1805,100.1568,100.1625,27788
100.1625,100.1985,100.1588,100.1976,45973
100.1985,100.2048,100.1971,100.1985,38785
100.1985,100.205,100.193,100.2035,25182
100.2035,100.2039,100.19,100.1923,22658
100.1923,100.1946,100.18,100.1834,22559
100.1834,100.1879,100.1809,100.1871,25121
100.1871,100.1924,100.1793,100.1914,39119
100.1924,100.1938,100.1895,100.1924,43784
100.1924,100.1931,100.1912,100.1919,28176
100.1919,100.2122,100.1835,100.2088,25865
100.2088,100.2202,100.2075,100.2149,25322
100.2149,100.2179,100.1898,100.1926,29400
100.1926,100.2063,100.1923,100.2058,44944
100.199,100.1999,100.1968,100.199,25442
100.199,100.201,100.1937,100.1947,16496
100.1947,100.1971,100.1912,100.1957,14568
100.1957,100.2044,100.1953,100.2026,14736
100.2026,100.2029,100.1885,100.1895,16781
100.1895,100.195,100.1889,100.1949,25720
100.1979,100.2009,100.1977,100.1979,30833
100.1979,100.1985,100.1904,100.1917,20068
100.1917,100.1951,100.1744,100.1801,18026
100.1801,100.1818,100.1688,100.1785,17672
100.1785,100.1863,100.1698,100.1809,19913
100.1809,100.1859,100.1593,100.1624,31973
100.1624,100.1688,100.1534,100.1624,31912
100.1624,100.163,100.1456,100.1472,21137
100.1472,100.1685,100.1385,100.1631,18814
100.1631,100.1722,100.1224,100.1233,19684
100.1233,100.1441,100.1191,100.1326,20896
100.1326,100.1419,100.1232,100.1263,32318
100.1263,100.1291,100.1263,100.1263,29416
100.1263,100.1344,100.1263,100.1263,18910
100.1263,100.1708,100.1263,100.1679,18206
100.1679,100.1729,100.1512,100.1601,17072
100.1601,100.2058,100.1486,100.2058,20638
100.2058,100.2058,100.1814,100.1877,30483
100.1877,100.1886,100.1869,100.1877,28075
100.1877,100.1896,100.1729,100.1772,18426
100.1772,100.1794,100.175,100.1793,16109
100.1793,100.1825,100.1792,100.1802,16072
100.1802,100.1819,100.1711,100.1714,18364
100.1714,100.1805,100.1701,100.1805,28588
100.1841,100.1929,100.1805,100.1841,31152
100.1841,100.1849,100.1658,100.1721,20508
100.1721,100.1723,100.1561,100.1576,18316
100.1576,100.1581,100.1461,100.15,18071
100.15,100.1737,100.1448,100.1699,20821
100.1699,100.1738,100.1364,100.138,33138
100.1408,100.1502,100.1406,100.1408,36080
100.1408,100.1408,100.0999,100.108,24713
100.108,100.1268,100.0964,100.1206,21136
100.1206,100.1307,100.0954,100.1013,21413
100.1013,100.1037,100.0899,100.0965,23416
100.0965,100.0969,100.083,100.083,37054
100.083,100.0833,100.0787,100.083,70187
100.083,100.0863,100.0468,100.0554,47606
100.0554,100.0763,100.0451,100.0694,41230
100.0694,100.0702,100.0369,100.0465,41945
100.0465,100.0886,100.0461,100.0825,48362
100.0825,100.0848,100.053,100.0541,74167
100.0541,100.0564,100.0536,100.0541,40918
100.0541,100.0595,100.0536,100.058,26509
100.058,100.0606,100.0511,100.0526,23636
100.0526,100.0547,100.0452,100.0485,23573
100.0485,100.0528,100.047,100.0478,26341
100.0478,100.0546,100.0433,100.0541,41439
100.0595,100.0614,100.049,100.0595,99109
100.0595,100.0614,100.0527,100.0614,63955
100.0614,100.0614,99.9782,99.985,65277
99.985,100.0063,99.9834,100.0044,58825
100.0044,100.0264,99.9869,100.0215,65895
100.0215,100.0295,99.9567,99.9639,110532
99.965,99.9742,99.9639,99.965,38371
99.965,99.9664,99.9608,99.9614,24843
99.9614,99.9619,99.9603,99.9603,21976
99.9603,99.9608,99.9603,99.9603,21926
99.9603,99.9835,99.9603,99.9793,25606
99.9793,99.9818,99.9726,99.9747,38729
99.9776,99.9784,99.9747,99.9776,52923
99.9776,99.9989,99.9747,99.9919,34998
99.9919,100.0411,99.9865,100.0314,32629
100.0314,100.0347,100.0076,100.0487,31614
100.0087,100.0264,100.0044,100.0594,34751
100.0194,100.0334,100.0161,100.1108,54248
100.0361,100.0388,100.0325,100.1123,158903
100.0361,100.0497,100.0325,100.1198,104248
100.0464,100.0498,100.0325,100.0671,92601
100.0365,100.1263,100.0345,100.1478,105971
100.12,100.1263,100.0889,100.1249,106262
100.0999,100.1129,100.0927,100.1092,161866
100.1053,100.1088,100.1053,100.1053,61113
100.1053,100.2058,100.1053,100.1909,46003
100.1909,100.1992,100.1457,100.1575,37251
100.1575,100.1718,100.1517,100.1712,35881
100.1712,100.1766,100.1556,100.1626,39964
100.1626,100.2021,100.1471,100.1985,65501
100.1985,100.1994,100.1967,100.1985,42166
100.1985,100.2059,100.194,100.2,27186
100.2,100.2025,100.1982,100.2022,24200
100.2022,100.213,100.1975,100.213,24616
100.213,100.213,100.2009,100.2037,27607
100.2037,100.2081,100.2021,100.2058,42341
100.2022,100.2036,100.2011,100.2022,47246
100.2022,100.2035,100.1929,100.1958,30763
100.1958,100.216,100.193,100.215,28036
100.215,100.2275,100.1913,100.197,27967
100.197,100.2411,100.1943,100.2369,32788
100.2369,100.2419,100.2343,100.2418,47714
100.2346,100.2354,100.234,100.2346,40582
100.2346,100.2354,100.23,100.2319,26231
100.2319,100.2339,100.2297,100.2331,23247
100.2331,100.2433,100.2303,100.2431,23653
100.2431,100.2469,100.2345,100.2347,26526
100.2347,100.2387,100.2342,100.2383,40875
100.2383,100.2403,100.2374,100.2383,68032
100.2383,100.2452,100.2378,100.2419,44052
100.2419,100.2488,100.2384,100.2477,39322
100.2477,100.2488,100.2287,100.2303,40227
100.2303,100.2487,100.2295,100.2474,45232
100.2474,100.2481,100.2401,100.2413,68869
100.2383,100.2383,100.2283,100.2383,43939
100.2383,100.2383,100.2329,100.2383,28246
100.2383,100.2383,100.2064,100.2068,26686
100.2068,100.2185,100.1675,100.1751,26698
100.1751,100.2041,100.1616,100.1982,29554
100.1982,100.1995,100.1625,100.1689,46515
100.1632,100.1681,100.1508,100.1632,64370
100.1632,100.1692,100.1507,100.1675,41736
100.1675,100.1677,100.1238,100.1243,39954
100.1243,100.1314,100.0968,100.1045,38236
100.1045,100.129,100.0984,100.1192,42592
100.1192,100.1207,100.1006,100.1119,65310
100.1083,100.11,100.0636,100.1083,114260
100.1083,100.11,100.0903,100.0969,75118
100.0969,100.1091,100.0823,100.1022,65976
100.1022,100.11,100.0654,100.0944,66303
100.0944,100.11,99.9341,99.9392,96234
99.9392,99.9625,99.8448,99.8484,134990
99.852,99.8635,99.8427,99.852,257969
99.852,99.8953,99.8418,99.8871,177484
99.8871,99.8903,99.7878,99.7894,176236
99.7894,99.8658,99.7801,99.836,161159
99.836,99.8441,99.6325,99.6664,222170
99.6664,99.6666,99.6562,99.6571,262780
99.6643,99.666,99.6586,99.6643,103613
99.6643,99.6966,99.65,99.682,68976
99.682,99.6871,99.6539,99.6552,62393
99.6552,99.6914,99.6524,99.6839,62616
99.6839,99.6933,99.6835,99.6896,67366
99.6896,99.6982,99.6888,99.6895,103628
99.6932,99.7033,99.69,99.6932,100267
99.6932,99.6957,99.6811,99.6899,64880
99.6899,99.6955,99.6476,99.6662,60020
99.6662,99.6992,99.6634,99.6991,61071
99.6991,99.7011,99.6888,99.6939,65127
99.6939,99.7007,99.6783,99.6787,103325
99.6751,99.6825,99.6748,99.6751,84006
99.6751,99.6833,99.6574,99.6606,55578
99.6606,99.6958,99.6499,99.6926,51092
99.6926,99.7036,99.6798,99.7034,49036
99.7034,99.7314,99.6962,99.7258,56438
99.7258,99.734,99.6915,99.7331,89508
99.6968,99.7068,99.6968,99.7367,72927
99.6968,99.6999,99.6968,99.7755,46882
99.6968,99.729,99.6968,99.8017,44101
99.7258,99.7286,99.7209,99.7949,42014
99.7218,99.7534,99.711,99.7686,48421
99.7381,99.7533,99.7194,99.7718,73805
99.7502,99.751,99.7409,99.7751,68804
99.7502,99.7634,99.7347,99.7412,45030
99.7412,99.791,99.7369,99.785,42769
99.785,99.7964,99.7795,99.7868,39456
99.7868,99.8181,99.783,99.8015,45538
99.8015,99.8042,99.7954,99.7981,69275
99.8015,99.8192,99.7995,99.8015,74743
99.8015,99.8108,99.7798,99.7868,49466
99.7868,99.8066,99.745,99.747,46112
99.747,99.7997,99.7446,99.793,46647
99.793,99.8789,99.7805,99.8766,56091
99.8766,99.886,99.8702,99.8808,75381
99.8737,99.8826,99.8622,99.9136,76380
99.8737,99.8906,99.8498,99.9471,49635
99.8683,99.9141,99.8653,99.9878,47444
99.9117,99.917,99.8721,99.9598,45853
99.8865,99.9094,99.8724,99.9759,50962
99.9054,99.9333,99.896,99.9592,80360
99.9386,99.9396,99.9299,99.9636,57875
99.9386,99.9702,99.9293,99.9585,38685
99.9585,100.018,99.9481,100.0119,36609
100.0119,100.018,99.9717,100.015,35513
99.975,100.0072,99.9727,100.0449,39427
100.0049,100.0063,100.0016,100.0825,58026
100.0036,100.0069,100.0034,100.0797,59359
100.0036,100.0189,100.0012,100.0908,39211
100.0174,100.0322,100.0174,100.0584,34625
100.0278,100.0314,99.9859,100.0168,36549
99.989,100.0362,99.9873,100.0583,41537
100.0333,100.0382,100.0303,100.0361,59698
100.0397,100.0402,100.0358,100.0397,49197
100.0397,100.0469,100.0325,100.0325,32082
100.0325,100.0505,100.0325,100.0482,28997
100.0482,100.0671,100.0449,100.0662,29122
100.0662,100.0706,100.0636,100.065,31705
100.065,100.0696,100.0607,100.0614,49552
100.0578,100.0608,100.0541,100.0578,75486
100.0578,100.0629,100.0541,100.0541,48885
100.0541,100.0859,100.0541,100.085,45801
100.085,100.0925,100.0762,100.0876,43354
100.0876,100.1304,100.0805,100.1259,52248
100.1259,100.127,100.107,100.1591,76522
100.1227,100.133,100.1191,100.1627,73695
100.1227,100.1314,100.114,100.1966,47859
100.1176,100.1565,100.1126,100.223,44570
100.1468,100.1543,100.141,100.2277,42729
100.1542,100.1554,100.1358,100.1732,48471
100.1426,100.1889,100.1415,100.2119,79808
100.1913,100.1913,100.1895,100.2163,37764
100.1913,100.1913,100.1819,100.1863,24518
100.1863,100.1902,100.1726,100.1745,22088
100.1745,100.1913,100.17,100.1896,22231
100.1896,100.1913,100.1875,100.1913,24358
100.1913,100.1913,100.1679,100.1696,39403
100.1696,100.1734,100.167,100.1696,38976
100.1696,100.1752,100.1594,100.1602,25528
100.1602,100.1617,100.1576,100.1613,22323
100.1613,100.1651,100.153,100.1535,22620
100.1535,100.1543,100.1413,100.1416,25651
100.1416,100.1586,100.1355,100.1552,40038
100.1552,100.1559,100.1518,100.1552,26589
100.1552,100.1624,100.15,100.1624,17339
100.1624,100.1624,100.1349,100.1365,15979
100.1365,100.1547,100.1296,100.1372,15215
100.1372,100.1397,100.1126,100.1152,17845
100.1152,100.117,100.0758,100.083,28300
100.0758,100.0815,100.0693,100.0758,50160
100.0758,100.0818,100.0549,100.0775,32354
100.0775,100.1284,100.0691,100.1196,31078
100.1196,100.1223,100.1,100.1056,29468
100.1056,100.1111,100.0872,100.0962,32848
100.0962,100.1304,100.078,100.1278,53326
100.1191,100.1251,100.1143,100.1191,47509
100.1191,100.1533,100.1133,100.1402,31829
100.1402,100.146,100.1396,100.1429,27291
100.1429,100.161,100.1408,100.1589,28015
100.1589,100.1697,100.1537,100.1678,31089
100.1678,100.1769,100.1654,100.2098,47690
100.1769,100.1841,100.172,100.217,64223
100.1769,100.2047,100.1765,100.2408,43245
100.2007,100.2009,100.1763,100.2622,37975
100.1832,100.2017,100.1828,100.2735,37724
100.1972,100.1992,100.1892,100.2315,41354
100.1981,100.2102,100.1927,100.2364,65219
100.1985,100.2013,100.1931,100.2263,40364
100.1985,100.2095,100.1909,100.2345,26514
100.2094,100.2127,100.1909,100.197,23636
100.197,100.2114,100.1941,100.2071,23529
100.2071,100.2146,100.1775,100.1836,27167
100.1836,100.1865,100.1724,100.1739,41147
100.1733,100.1733,100.1663,100.1733,33799
100.1733,100.1733,100.1478,100.1499,22742
100.1499,100.1553,100.1178,100.1193,20496
100.1193,100.1733,100.1183,100.1733,21398
100.1733,100.1733,100.1321,100.1461,22906
100.1461,100.1531,100.1115,100.1191,35627
100.1119,100.1158,100.111,100.1119,21238
100.1119,100.1134,100.1062,100.1123,13663
100.1123,100.1182,100.1066,100.1107,12173
100.1107,100.1228,100.1101,100.1214,12396
100.1214,100.1228,100.1186,100.1199,13696
100.1199,100.1336,100.1187,100.133,21799
100.1264,100.1297,100.1254,100.1264,25042
100.1264,100.1269,100.1123,100.1129,16531
100.1129,100.1202,100.1094,100.1111,14364
100.1111,100.1119,100.0975,100.0989,14656
100.0989,100.1039,100.0975,100.0975,16144
100.0975,100.1024,100.0975,100.1011,25226
100.1106,100.1118,100.1099,100.1106,21368
100.1106,100.1118,100.1097,100.1118,13769
100.1118,100.1118,100.0921,100.0923,12685
100.0923,100.098,100.0895,100.0954,12284
100.0954,100.0993,100.0868,100.0894,13901
100.0894,100.093,100.0763,100.083,21643
100.083,100.0851,100.0805,100.083,33501
100.083,100.1233,100.0691,100.1123,22797
100.1123,100.1179,100.0754,100.0806,20355
100.0806,100.1033,100.0743,100.1013,19936
100.1013,100.148,100.0937,100.148,23545
100.148,100.148,100.1297,100.133,34509
100.1336,100.1353,100.1311,100.1336,18115
100.1336,100.1343,100.1153,100.1232,11888
100.1232,100.1266,100.1211,100.1248,10384
100.1248,100.1278,100.0997,100.1043,10774
100.1043,100.1071,100.0999,100.1005,11733
100.1005,100.1035,100.0957,100.0969,18250
100.1011,100.1032,100.0981,100.1011,52096
100.1011,100.1336,100.0974,100.1774,35665
100.1336,100.1336,100.1282,100.1774,29769
100.1336,100.1336,100.0895,100.134,32352
100.0902,100.1109,100.0233,100.0937,36187
100.0499,100.0524,100.0401,100.0907,52409
100.0468,100.0487,100.0437,100.1295,58183
100.0468,100.051,100.0442,100.1299,37643
100.05,100.0506,100.0452,100.1238,33465
100.0467,100.0484,100.0463,100.0787,33338
100.0481,100.061,100.0474,100.0843,38029
100.0565,100.0615,100.0554,100.0864,58760
100.0469,100.0495,100.0358,100.0469,20567
100.0469,100.0765,100.0356,100.0667,13745
100.0667,100.0734,100.0559,100.0697,11823
100.0697,100.0721,100.0536,100.0578,12032
100.0578,100.0685,100.0563,100.0623,13340
100.0623,100.0971,100.0604,100.0939,21872
100.0975,100.0975,100.0905,100.0975,29851
100.0975,100.0975,100.0962,100.1375,19190
100.0975,100.0975,100.0677,100.1123,17916
100.0723,100.0975,100.067,100.1375,17916
100.0975,100.0975,100.0558,100.138,20666
100.059,100.0676,100.0542,100.133,29985
100.065,100.065,100.0584,100.0984,48221
100.065,100.065,100.0544,100.0956,30999
100.065,100.065,100.0059,100.0418,30364
100.014,100.0371,100.0129,100.0556,28468
100.0306,100.0469,99.9804,99.9989,32963
99.9989,100.0022,99.9726,99.9755,50476
99.9718,99.9799,99.9711,99.9718,45714
99.9718,99.9827,99.9653,99.9824,30012
99.9824,99.9836,99.962,99.9643,27071
99.9643,99.9647,99.9218,99.9225,28306
99.9225,99.9505,99.9207,99.9402,30429
99.9402,99.9482,99.907,99.9241,47189
99.9261,99.9273,99.9229,99.9261,38031
99.9261,99.9428,99.9237,99.9419,25222
99.9419,99.947,99.9164,99.9186,22744
99.9186,99.942,99.9146,99.9415,22726
99.9415,99.9675,99.9339,99.9675,25721
99.9675,99.9675,99.9548,99.9603,38581
99.9602,99.9603,99.957,99.9602,45094
99.9602,99.9603,99.9485,99.9511,29517
99.9511,99.9566,99.9482,99.9562,26029
99.9562,99.9589,99.9492,99.9547,25845
99.9547,99.9603,99.9395,99.9447,29565
99.9447,99.9466,99.9261,99.9327,46181
99.9386,99.9429,99.9386,99.9386,36949
99.9386,99.9388,99.9386,99.9386,23753
99.9386,99.9415,99.9386,99.9413,21229
99.9413,99.9694,99.9386,99.9625,22009
99.9625,99.965,99.9485,99.9523,24238
99.9523,99.9759,99.9492,99.9675,38073
99.9645,99.9711,99.9528,99.9645,35527
99.9645,99.968,99.9453,99.956,23226
99.956,99.9642,99.9538,99.956,20302
99.956,99.9615,99.909,99.9206,21738
99.9206,99.9238,99.9087,99.9106,23298
99.9106,99.9107,99.9073,99.9098,35584
99.9134,99.918,99.9069,99.9134,33094
99.9134,99.9313,99.9121,99.9313,22037
99.9313,99.9313,99.8852,99.891,20437
99.891,99.9011,99.8846,99.8993,19225
99.8993,99.9014,99.852,99.852,23288
99.852,99.8666,99.852,99.8592,33573
99.8652,99.87,99.865,99.8652,33169
99.8652,99.869,99.8538,99.8639,21377
99.8639,99.9072,99.8599,99.9007,20349
99.9007,99.9072,99.8746,99.8818,19670
99.8818,99.9072,99.8741,99.9072,22406
99.9072,99.9072,99.8961,99.9025,33484
99.9088,99.915,99.906,99.9088,32659
99.9088,99.9145,99.8985,99.9075,21048
99.9075,99.9083,99.8822,99.8936,19182
99.8936,99.8936,99.8877,99.8913,18749
99.8913,99.8993,99.8853,99.89,21049
99.89,99.8905,99.8731,99.8736,33733
99.8655,99.8664,99.8565,99.8655,42213
99.8655,99.8664,99.8624,99.863,27275
99.863,99.8638,99.8341,99.8481,24838
99.8481,99.8598,99.841,99.8424,24395
99.8424,99.8452,99.8249,99.8298,27824
99.8298,99.8359,99.8137,99.8159,43391
99.8123,99.8233,99.8071,99.8123,61483
99.8123,99.8131,99.8068,99.809,39787
99.809,99.8221,99.7798,99.7821,37024
99.7821,99.7945,99.7798,99.7934,35923
99.7934,99.7942,99.7862,99.7925,39594
99.7925,99.7951,99.7798,99.7798,63049
99.7861,99.7884,99.7735,99.7861,63184
99.7861,99.7905,99.7825,99.7866,40661
99.7866,99.7872,99.7615,99.7641,37734
99.7641,99.7672,99.7639,99.7671,36320
99.7671,99.7795,99.7389,99.7492,42071
99.7492,99.7517,99.7293,99.7365,64800
99.7415,99.743,99.72,99.7415,101810
99.7415,99.7437,99.6713,99.6877,72511
99.6877,99.69,99.666,99.6724,59960
99.6724,99.7152,99.6667,99.7083,62362
99.7083,99.7127,99.6898,99.6934,67405
99.6934,99.7029,99.632,99.639,112916
99.6354,99.6386,99.6331,99.6354,71524
99.6354,99.6382,99.6324,99.6352,46000
99.6352,99.6405,99.6118,99.6169,42371
99.6169,99.6429,99.6157,99.6391,42695
99.6391,99.643,99.6339,99.6365,46219
99.6365,99.6469,99.6339,99.6462,72914
99.6426,99.6542,99.6401,99.6426,107159
99.6426,99.6607,99.6236,99.6346,70000
99.6346,99.6787,99.6313,99.6787,66659
99.6787,99.6787,99.6315,99.6395,66046
99.6395,99.6423,99.5516,99.5663,79011
99.5663,99.5755,99.5445,99.5584,108869
99.5524,99.5737,99.5524,99.5524,75656
99.5524,99.5752,99.5524,99.553,48699
99.553,99.675,99.5524,99.675,53824
99.675,99.675,99.5524,99.5524,53880
99.5524,99.6695,99.5524,99.6342,56629
99.6342,99.675,99.6075,99.6643,80235
99.6679,99.6812,99.6636,99.6679,71794
99.6679,99.6682,99.642,99.6514,47684
99.6514,99.6553,99.6491,99.6495,41181
99.6495,99.666,99.6464,99.6594,41840
99.6594,99.6707,99.6587,99.6675,46906
99.6675,99.6684,99.6389,99.6426,75385
99.6371,99.6462,99.6354,99.6371,51103
99.6371,99.645,99.6367,99.644,33307
99.644,99.6551,99.6399,99.6472,29388
99.6472,99.7307,99.6354,99.7154,33198
99.7154,99.7157,99.6821,99.7268,34731
99.6869,99.7128,99.6665,99.7482,53304
99.7148,99.7185,99.7113,99.7935,31006
99.7148,99.7218,99.714,99.7964,20158
99.7205,99.7218,99.7156,99.7949,17765
99.7218,99.7218,99.6498,99.6802,20276
99.6498,99.6728,99.6498,99.6975,20731
99.6698,99.6786,99.651,99.682,31798
99.6607,99.6616,99.6587,99.6607,29033
99.6607,99.6741,99.6546,99.6739,19157
99.6739,99.6787,99.6625,99.665,16886
99.665,99.6688,99.6601,99.6605,16740
99.6605,99.6626,99.6484,99.6527,18955
99.6527,99.6691,99.6489,99.6679,29920
99.6643,99.6666,99.6593,99.6643,31934
99.6643,99.6706,99.6628,99.6703,20775
99.6703,99.681,99.6667,99.68,18603
99.68,99.6881,99.6569,99.6581,19049
99.6581,99.6978,99.655,99.6976,22156
99.6976,99.6996,99.6832,99.6859,32686
99.6802,99.6812,99.6761,99.6802,32114
99.6802,99.6835,99.6787,99.683,20762
99.683,99.6846,99.6813,99.6834,18366
99.6834,99.6934,99.6764,99.6875,18501
99.6875,99.6898,99.6715,99.6735,21226
99.6735,99.683,99.6724,99.6751,32222
99.6715,99.6777,99.6703,99.6715,36214
99.6715,99.6761,99.6324,99.6379,24850
99.6379,99.6644,99.6312,99.6594,21586
99.6594,99.6629,99.6313,99.6386,21557
99.6386,99.6452,99.6244,99.6253,23902
99.6253,99.6298,99.6211,99.6282,36428
99.6282,99.6358,99.6245,99.6282,44293
99.6282,99.6314,99.6204,99.6209,28894
99.6209,99.6571,99.6201,99.6571,27152
99.6571,99.6571,99.6407,99.642,26078
99.642,99.6434,99.6331,99.635,28875
99.635,99.6411,99.6296,99.6353,44326
99.6282,99.6289,99.627,99.6282,21591
99.6282,99.6439,99.623,99.6435,14305
99.6435,99.6439,99.6239,99.6268,12749
99.6268,99.6371,99.6252,99.6358,12560
99.6358,99.6475,99.6353,99.6465,14177
99.6465,99.6573,99.6462,99.6534,21894
99.6567,99.6576,99.65,99.6966,27594
99.6567,99.6624,99.6493,99.6973,17764
99.6574,99.6608,99.6453,99.7243,16139
99.6457,99.6483,99.6369,99.7148,15983
99.6389,99.6442,99.6379,99.7145,17828
99.6414,99.6415,99.6314,99.6622,28127
99.6282,99.632,99.6218,99.6559,46318
99.6282,99.6355,99.6213,99.6546,29865
99.6297,99.6339,99.6034,99.6093,27550
99.6093,99.6181,99.5776,99.5776,28153
99.5776,99.5926,99.5776,99.5908,30562
99.5908,99.5932,99.5797,99.5839,46960
99.5776,99.5906,99.5776,99.5776,55378
99.5776,99.5788,99.5776,99.6223,35675
99.5787,99.654,99.5776,99.6944,36228
99.6508,99.6609,99.6172,99.7052,33417
99.6229,99.7076,99.6226,99.7647,40049
99.6851,99.695,99.6666,99.7527,56405
99.6722,99.68,99.6722,99.7463,52578
99.6722,99.6794,99.6722,99.7435,33800
99.6722,99.7117,99.6722,99.7668,31612
99.6982,99.7448,99.6845,99.7369,32376
99.7369,99.7402,99.7069,99.7094,35664
99.7094,99.7527,99.7051,99.7509,56960
99.7473,99.7548,99.7465,99.7473,53677
99.7473,99.7522,99.741,99.7419,34882
99.7419,99.758,99.7302,99.7563,31560
99.7563,99.7581,99.7504,99.7512,30987
99.7512,99.7546,99.7353,99.736,35554
99.736,99.7372,99.7174,99.7282,54524
99.7264,99.7329,99.722,99.7264,38449
99.7264,99.769,99.722,99.7636,26560
99.7636,99.7816,99.722,99.7287,23506
99.7287,99.8015,99.7246,99.8015,25177
99.8015,99.8015,99.7944,99.8015,24717
99.8015,99.8015,99.7814,99.7978,38738
99.7983,99.8089,99.7943,99.7983,63176
99.7983,99.8037,99.7943,99.7943,40938
99.7943,99.8038,99.7943,99.795,36152
99.795,99.8349,99.7943,99.8336,38890
99.8336,99.8489,99.8317,99.8433,41405
99.8433,99.8451,99.8402,99.8847,63368
99.852,99.8587,99.8511,99.8919,59635
99.852,99.8564,99.8387,99.8821,39087
99.8422,99.8686,99.8414,99.9059,35697
99.866,99.8683,99.8495,99.9284,35195
99.8496,99.8574,99.8304,99.8666,39795
99.8306,99.8336,99.8304,99.8637,59660
99.8303,99.8328,99.8295,99.8608,25737
99.8303,99.8359,99.8303,99.8635,16727
99.8358,99.839,99.834,99.8618,14735
99.8368,99.8437,99.8343,99.8408,14824
99.8408,99.8415,99.829,99.871,16865
99.8311,99.8356,99.8308,99.8738,25884
99.8305,99.8361,99.828,99.8704,38010
99.8305,99.8449,99.8262,99.8823,25016
99.8424,99.8434,99.8206,99.9025,22531
99.8237,99.8427,99.8215,99.8785,22534
99.8424,99.8464,99.8347,99.8684,24793
99.8351,99.8374,99.835,99.8675,38158
99.8369,99.8371,99.8318,99.8646,29129
99.8369,99.8463,99.8354,99.8685,18974
99.8435,99.8477,99.8092,99.8155,17580
99.8155,99.8181,99.8147,99.8166,16683
99.8166,99.8194,99.8034,99.8099,18978
99.8099,99.8164,99.801,99.8093,29167
99.8123,99.8125,99.8123,99.8123,31102
99.8123,99.8126,99.7951,99.8012,20438
99.8012,99.817,99.7972,99.813,18191
99.813,99.8158,99.8096,99.8139,17806
99.8139,99.8145,99.8071,99.8091,20185
99.8091,99.8121,99.8068,99.8089,31119
99.8087,99.8112,99.8043,99.8087,30347
99.8087,99.8094,99.8026,99.8037,19702
99.8037,99.8106,99.8028,99.8103,17569
99.8103,99.8123,99.7959,99.7966,17817
99.7966,99.7992,99.7785,99.7813,20106
99.7813,99.7952,99.7777,99.7942,31134
99.7944,99.796,99.787,99.7944,20693
99.7944,99.7952,99.7764,99.7786,13724
99.7786,99.7797,99.7669,99.7686,12062
99.7686,99.7691,99.7509,99.7509,12243
99.7509,99.7685,99.7509,99.7674,13743
